otu_id,mean_abundance,occurrence,Kingdom,Phylum,Class,Order,Family,Genus,Species,predicted_occurrence,lower_conf_int,upper_conf_int
2561924,4.1137752703338036e-05,0.0875,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas,s__sp. MF30-B,0.023266375182567467,0.006143563164350108,0.08407527315243785
31998,4.1137752703338036e-05,0.0875,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylobacteriaceae,g__Methylobacterium,s__radiotolerans,0.023266375182567467,0.006143563164350108,0.08407527315243785
101571,4.1137752703338036e-05,0.0875,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia,s__ubonensis,0.023266375182567467,0.006143563164350108,0.08407527315243785
82996,4.1137752703338036e-05,0.0875,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Yersiniaceae,g__Serratia,s__plymuthica,0.023266375182567467,0.006143563164350108,0.08407527315243785
68192,4.1137752703338036e-05,0.0875,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__cyaneogriseus,0.023266375182567467,0.006143563164350108,0.08407527315243785
674703,4.1137752703338036e-05,0.0875,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Rhodoplanes,s__sp. Z2-YC6860,0.023266375182567467,0.006143563164350108,0.08407527315243785
253245,4.1137752703338036e-05,0.0875,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Schleiferiaceae,g__Owenweeksia,s__hongkongensis,0.023266375182567467,0.006143563164350108,0.08407527315243785
155892,4.1137752703338036e-05,0.0875,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Caulobacter,s__vibrioides,0.023266375182567467,0.006143563164350108,0.08407527315243785
1155739,4.1137752703338036e-05,0.0875,k__Bacteria,p__Cyanobacteria,c__,o__Oscillatoriales,f__Oscillatoriaceae,g__Moorea,s__producens,0.023266375182567467,0.006143563164350108,0.08407527315243785
364317,4.1137752703338036e-05,0.0875,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Verminephrobacter,s__eiseniae,0.023266375182567467,0.006143563164350108,0.08407527315243785
82348,4.1137752703338036e-05,0.0875,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__pluranimalium,0.023266375182567467,0.006143563164350108,0.08407527315243785
11,4.1137752703338036e-05,0.0875,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Cellulomonadaceae,g__Cellulomonas,s__gilvus,0.023266375182567467,0.006143563164350108,0.08407527315243785
273384,4.1137752703338036e-05,0.0875,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Brevibacteriaceae,g__Brevibacterium,s__aurantiacum,0.023266375182567467,0.006143563164350108,0.08407527315243785
419476,4.1137752703338036e-05,0.0875,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__marinisabuli,0.023266375182567467,0.006143563164350108,0.08407527315243785
80869,4.1137752703338036e-05,0.0875,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Acidovorax,s__citrulli,0.023266375182567467,0.006143563164350108,0.08407527315243785
33910,4.1137752703338036e-05,0.0875,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Pseudonocardiales,f__Pseudonocardiaceae,g__Amycolatopsis,s__mediterranei,0.023266375182567467,0.006143563164350108,0.08407527315243785
1881,4.1137752703338036e-05,0.0875,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micromonosporales,f__Micromonosporaceae,g__Micromonospora,s__viridifaciens,0.023266375182567467,0.006143563164350108,0.08407527315243785
68173,4.1137752703338036e-05,0.0875,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Kitasatospora,s__albolonga,0.023266375182567467,0.006143563164350108,0.08407527315243785
2705012,4.1137752703338036e-05,0.0875,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptacidiphilus,s__sp. PB12-B1b,0.023266375182567467,0.006143563164350108,0.08407527315243785
129921,4.1137752703338036e-05,0.0875,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Pseudonocardiales,f__Pseudonocardiaceae,g__Amycolatopsis,s__keratiniphila,0.023266375182567467,0.006143563164350108,0.08407527315243785
2675225,4.1137752703338036e-05,0.0875,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Novosphingobium,s__sp. Gsoil 351,0.023266375182567467,0.006143563164350108,0.08407527315243785
47420,4.1137752703338036e-05,0.0875,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Hydrogenophaga,s__,0.023266375182567467,0.006143563164350108,0.08407527315243785
363835,4.1137752703338036e-05,0.0875,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__ginsengisoli An et al. 2013,0.023266375182567467,0.006143563164350108,0.08407527315243785
216929,4.1137752703338036e-05,0.0875,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycolicibacterium,s__psychrotolerans,0.023266375182567467,0.006143563164350108,0.08407527315243785
1690220,4.1137752703338036e-05,0.0875,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Intrasporangiaceae,g__Phycicoccus,s__endophyticus,0.023266375182567467,0.006143563164350108,0.08407527315243785
1789,4.1137752703338036e-05,0.0875,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycobacterium,s__xenopi,0.023266375182567467,0.006143563164350108,0.08407527315243785
